out.electricity.ceiling_fan.energy_consumption,out.electricity.clothes_dryer.energy_consumption,out.electricity.clothes_washer.energy_consumption,out.electricity.cooling_fans_pumps.energy_consumption,out.electricity.cooling.energy_consumption,out.electricity.dishwasher.energy_consumption,out.electricity.freezer.energy_consumption,out.electricity.heating_fans_pumps.energy_consumption,out.electricity.heating_hp_bkup.energy_consumption,out.electricity.heating.energy_consumption,out.electricity.hot_tub_heater.energy_consumption,out.electricity.hot_tub_pump.energy_consumption,out.electricity.hot_water.energy_consumption,out.electricity.lighting_exterior.energy_consumption,out.electricity.lighting_garage.energy_consumption,out.electricity.lighting_interior.energy_consumption,out.electricity.mech_vent.energy_consumption,out.electricity.plug_loads.energy_consumption,out.electricity.pool_heater.energy_consumption,out.electricity.pool_pump.energy_consumption,out.electricity.pv.energy_consumption,out.electricity.range_oven.energy_consumption,out.electricity.refrigerator.energy_consumption,out.electricity.well_pump.energy_consumption,out.fuel_oil.heating_hp_bkup.energy_consumption,out.fuel_oil.heating.energy_consumption,out.fuel_oil.hot_water.energy_consumption,out.natural_gas.clothes_dryer.energy_consumption,out.natural_gas.fireplace.energy_consumption,out.natural_gas.grill.energy_consumption,out.natural_gas.heating_hp_bkup.energy_consumption,out.natural_gas.heating.energy_consumption,out.natural_gas.hot_tub_heater.energy_consumption,out.natural_gas.hot_water.energy_consumption,out.natural_gas.lighting.energy_consumption,out.natural_gas.pool_heater.energy_consumption,out.natural_gas.range_oven.energy_consumption,out.propane.clothes_dryer.energy_consumption,out.propane.heating_hp_bkup.energy_consumption,out.propane.heating.energy_consumption,out.propane.hot_water.energy_consumption,out.propane.range_oven.energy_consumption,time
0.024,0,0,0,0,0,0.036,0.163,0,1.991,0,0,0.103,0.036,0,0.801,0,0.894,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/3/2018, 7:00:00 PM"
0.024,0,0,0,0,0,0.036,0.186,0,2.193,0,0,0.004,0.039,0,0.773,0.024,0.841,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/3/2018, 8:00:00 PM"
0.024,0,0,0,0,0,0.033,0.181,0,2.147,0,0,0.004,0.037,0,0.63,0.008,0.801,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/3/2018, 9:00:00 PM"
0.013,0,0,0,0,0,0.032,0.201,0.144,2.31,0,0,0.322,0.033,0,0.286,0,0.583,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/3/2018, 10:00:00 PM"
0.01,0,0,0,0,0,0.029,0.22,0.504,2.468,0,0,0.438,0.029,0,0.12,0.012,0.495,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/3/2018, 11:00:00 PM"
0.008,0,0,0,0,0,0.028,0.08,0,1.276,0,0,0.004,0.025,0,0.04,0.004,0.436,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 12:00:00 AM"
0.008,0,0,0,0,0,0.028,0.086,0,1.353,0,0,0.004,0.021,0,0.04,0,0.436,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 1:00:00 AM"
0.008,0,0,0,0,0,0.028,0.096,0,1.492,0,0,0.004,0.02,0,0.04,0,0.436,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 2:00:00 AM"
0.008,0,0,0,0,0,0.028,0.108,0,1.62,0,0,0.004,0.02,0,0.04,0,0.436,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 3:00:00 AM"
0.008,0,0,0,0,0,0.028,0.114,0,1.677,0,0,0.004,0.02,0,0.043,0,0.487,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 4:00:00 AM"
0.008,0,0,0,0,0,0.028,0.103,0,1.56,0,0,0.004,0.02,0,0.071,0,0.51,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 5:00:00 AM"
0.011,0,0,0,0,0,0.028,0.11,0,1.641,0,0,0.004,0.023,0,0.143,0,0.539,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 6:00:00 AM"
0.012,0,0,0,0,0,0.028,0.111,0,1.636,0,0,0.004,0.027,0,0.191,0,0.581,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 7:00:00 AM"
0.009,0,0,0,0,0,0.028,0.089,0,1.404,0,0,0.004,0.022,0,0.209,0,0.598,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 8:00:00 AM"
0.008,0,0,0,0,0,0.028,0.063,0,1.031,0,0,0.004,0.014,0,0.215,0,0.6,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 9:00:00 AM"
0.008,0,0,0,0,0,0.028,0.054,0,0.876,0,0,0.23,0.012,0,0.213,0,0.6,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 10:00:00 AM"
0.008,0,0,0,0,0,0.028,0.048,0,0.772,0,0,0.083,0.012,0,0.329,0,0.735,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 11:00:00 AM"
0.008,0,0,0,0,0,0.031,0.041,0,0.618,0,0,0.338,0.012,0,0.359,0,0.795,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 12:00:00 PM"
0.009,0,0,0,0,0,0.032,0.04,0,0.602,0,0,0.292,0.015,0,0.275,0,0.708,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 1:00:00 PM"
0.01,0,0,0,0,0,0.032,0.02,0,0.397,0,0,0.004,0.016,0,0.276,0,0.696,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 2:00:00 PM"
0.012,0,0,0,0,0,0.029,0.015,0,0.315,0,0,0.004,0.016,0,0.362,0,0.807,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 3:00:00 PM"
0.015,0,0,0,0,0,0.031,0.018,0,0.357,0,0,0.215,0.019,0,0.388,0,0.843,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 4:00:00 PM"
0.019,0,0,0,0,0,0.035,0.033,0,0.541,0,0,0.414,0.026,0,0.465,0,0.906,0,0,0,0.384,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 5:00:00 PM"
0.023,0,0,0,0,0,0.036,0.049,0,0.773,0,0,0.441,0.034,0,0.602,0,0.936,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 6:00:00 PM"
0.024,0,0,0,0,0,0.036,0.056,0,0.894,0,0,0.451,0.036,0,0.742,0,0.901,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 7:00:00 PM"
0.024,0,0,0,0,0,0.036,0.071,0,1.131,0,0,0.267,0.039,0,0.785,0.024,0.849,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 8:00:00 PM"
0.024,0,0,0,0,0,0.033,0.073,0,1.135,0,0,0.234,0.04,0,0.698,0.008,0.809,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 9:00:00 PM"
0.021,0,0,0,0,0,0.032,0.053,0,0.843,0,0,0.004,0.034,0,0.473,0,0.734,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 10:00:00 PM"
0.014,0,0,0,0,0,0.029,0.082,0,1.243,0,0,0.321,0.029,0,0.195,0.012,0.583,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2/3/2018, 11:00:00 PM"
0.009,0,0,0,0,0,0.037,0.033,0,0.554,0,0,0.448,0.017,0,0.061,0.004,0.445,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 12:00:00 AM"
0.008,0,0,0,0,0,0.036,0.029,0,0.515,0,0,0.107,0.016,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 1:00:00 AM"
0.008,0,0,0,0,0,0.036,0.025,0,0.484,0,0,0.116,0.016,0,0.04,0,0.436,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 2:00:00 AM"
0.008,0,0,0,0,0,0.036,0.046,0,0.701,0,0,0.207,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 3:00:00 AM"
0.008,0,0,0,0,0,0.036,0.036,0,0.545,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 4:00:00 AM"
0.008,0,0,0,0,0,0.036,0.035,0,0.539,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 5:00:00 AM"
0.008,0,0,0,0,0,0.036,0.039,0,0.596,0,0,0.004,0.019,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 6:00:00 AM"
0.008,0,0,0,0,0,0.036,0.036,0,0.551,0,0,0.004,0.02,0,0.04,0,0.436,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 7:00:00 AM"
0.008,0,0,0,0,0,0.039,0.024,0,0.455,0,0,0.004,0.017,0,0.122,0,0.478,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 8:00:00 AM"
0.008,0,0,0,0,0,0.04,0.025,0,0.481,0,0,0.446,0.013,0,0.371,0,0.604,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 9:00:00 AM"
0.008,0,0,0,0,0,0.037,0.014,0,0.289,0,0,0.085,0.012,0,0.366,0,0.604,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 10:00:00 AM"
0.008,0,0,0,0,0,0.036,0.005,0,0.109,0,0,0.004,0.012,0,0.352,0,0.613,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 11:00:00 AM"
0.008,0,0,0,0,0,0.039,0.003,0,0.053,0,0,0.004,0.012,0,0.339,0,0.628,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 12:00:00 PM"
0.008,0,0,0,0.001,0,0.04,0,0,0.014,0,0,0.004,0.012,0,0.336,0,0.632,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 1:00:00 PM"
0.008,0,0,0.002,0.057,0,0.04,0,0,0,0,0,0.004,0.012,0,0.336,0,0.62,0,0,0,0.358,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 2:00:00 PM"
0.008,0,0,0.003,0.067,0,0.04,0.001,0,0.015,0,0,0.227,0.015,0,0.339,0,0.637,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 3:00:00 PM"
0.008,0,0,0.003,0.056,0,0.04,0.001,0,0.027,0,0,0.101,0.016,0,0.235,0,0.578,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 4:00:00 PM"
0.012,0,0,0.004,0.077,0,0.043,0.001,0,0.023,0,0,0.22,0.022,0,0.275,0,0.613,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 5:00:00 PM"
0.016,0,0.079,0,0,0,0.047,0.008,0,0.192,0,0,0.448,0.027,0,0.521,0,0.74,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 6:00:00 PM"
0.019,1.962,0.306,0.005,0.077,0,0.045,0.002,0,0.046,0,0,0.01,0.028,0,0.66,0,0.711,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 7:00:00 PM"
0.02,0.572,0,0.001,0.025,0,0.044,0.009,0,0.185,0,0,0.222,0.031,0,0.747,0.024,0.67,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 8:00:00 PM"
0.02,0,0,0,0,0,0.044,0.022,0,0.427,0,0,0.451,0.032,0,0.719,0.008,0.639,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 9:00:00 PM"
0.017,0,0,0,0,0,0.041,0.026,0,0.47,0,0,0.434,0.026,0,0.5,0,0.578,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 10:00:00 PM"
0.016,0,0,0,0,0,0.04,0.03,0,0.517,0,0,0.374,0.021,0,0.261,0.012,0.518,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3/3/2018, 11:00:00 PM"
0.008,0,0,0.006,0.116,0,0.036,0,0,0,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 12:00:00 AM"
0.008,0,0,0.002,0.04,0,0.036,0,0,0,0,0,0.118,0.016,0,0.04,0,0.436,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 1:00:00 AM"
0.008,0,0,0,0,0,0.036,0.006,0,0.141,0,0,0.161,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 2:00:00 AM"
0.008,0,0,0,0,0,0.036,0,0,0.024,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 3:00:00 AM"
0.008,0,0,0,0.008,0,0.036,0.001,0,0.023,0,0,0.004,0.016,0,0.049,0,0.439,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 4:00:00 AM"
0.009,0,0,0,0,0,0.036,0,0,0.027,0,0,0.118,0.019,0,0.164,0,0.479,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 5:00:00 AM"
0.008,0,0,0,0,0,0.036,0.015,0,0.304,0,0,0.358,0.02,0,0.107,0,0.465,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 6:00:00 AM"
0.008,0,0,0,0,0,0.039,0.004,0,0.076,0,0,0.004,0.017,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 7:00:00 AM"
0.008,0,0,0,0,0,0.04,0,0,0.021,0,0,0.004,0.013,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 8:00:00 AM"
0.008,0,0,0.001,0.03,0,0.037,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 9:00:00 AM"
0.008,0,0,0.006,0.111,0,0.036,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 10:00:00 AM"
0.008,0,0,0.009,0.19,0,0.039,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 11:00:00 AM"
0.008,0,0,0.013,0.276,0,0.04,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 12:00:00 PM"
0.008,0,0,0.018,0.383,0,0.04,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 1:00:00 PM"
0.008,0,0,0.027,0.525,0,0.04,0,0,0,0,0,0.238,0.012,0,0.04,0,0.436,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 2:00:00 PM"
0.008,0,0,0.029,0.586,0,0.04,0,0,0,0,0,0.029,0.015,0,0.074,0,0.466,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 3:00:00 PM"
0.011,0,0,0.038,0.708,0,0.043,0,0,0,0,0,0.004,0.022,0,0.182,0,0.577,0,0,0,0.359,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 4:00:00 PM"
0.012,0,0,0.035,0.665,0,0.047,0,0,0,0,0,0.004,0.027,0,0.202,0,0.587,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 5:00:00 PM"
0.018,0,0,0.03,0.573,0,0.045,0,0,0,0,0,0.004,0.028,0,0.409,0,0.669,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 6:00:00 PM"
0.02,0,0,0.02,0.429,0,0.044,0,0,0,0,0,0.117,0.031,0,0.578,0.024,0.666,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 7:00:00 PM"
0.018,0,0,0.009,0.189,0,0.044,0,0,0,0,0,0.466,0.032,0,0.601,0.008,0.611,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 8:00:00 PM"
0.012,0,0,0.008,0.192,0,0.041,0,0,0,0,0,0.29,0.026,0,0.295,0,0.508,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 9:00:00 PM"
0.011,0,0,0.004,0.07,0,0.04,0,0,0,0,0,0.463,0.021,0,0.139,0.012,0.47,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 10:00:00 PM"
0.008,0,0,0.009,0.177,0,0.037,0,0,0,0,0,0.015,0.017,0,0.04,0.004,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4/3/2018, 11:00:00 PM"
0.008,0,0,0.008,0.149,0,0.036,0,0,0,0,0,0.117,0.016,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 12:00:00 AM"
0.008,0,0,0.001,0.024,0,0.036,0.002,0,0.042,0,0,0.229,0.016,0,0.04,0,0.436,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 1:00:00 AM"
0.008,0,0,0.004,0.096,0,0.036,0,0,0,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 2:00:00 AM"
0.008,0,0,0.004,0.072,0,0.036,0,0,0,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 3:00:00 AM"
0.008,0,0,0.005,0.087,0,0.036,0,0,0,0,0,0.004,0.016,0,0.04,0,0.436,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 4:00:00 AM"
0.008,0,0,0.004,0.058,0,0.036,0,0,0,0,0,0.004,0.019,0,0.067,0,0.446,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 5:00:00 AM"
0.008,0,0,0.002,0.026,0,0.036,0.002,0,0.043,0,0,0.237,0.02,0,0.076,0,0.455,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 6:00:00 AM"
0.008,0,0,0.003,0.055,0,0.039,0.003,0,0.064,0,0,0.102,0.017,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 7:00:00 AM"
0.008,0,0,0.009,0.192,0,0.04,0,0,0,0,0,0.004,0.013,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 8:00:00 AM"
0.008,0,0,0.007,0.133,0,0.037,0,0,0,0,0,0.32,0.012,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 9:00:00 AM"
0.008,0,0,0.015,0.332,0,0.036,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 10:00:00 AM"
0.008,0,0,0.02,0.399,0,0.039,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 11:00:00 AM"
0.008,0,0,0.02,0.433,0,0.04,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 12:00:00 PM"
0.008,0,0,0.024,0.495,0,0.04,0,0,0,0,0,0.004,0.012,0,0.04,0,0.436,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 1:00:00 PM"
0.008,0,0,0.034,0.646,0,0.04,0,0,0,0,0,0.004,0.015,0,0.102,0,0.488,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 2:00:00 PM"
0.009,0,0,0.041,0.753,0,0.04,0,0,0,0,0,0.004,0.016,0,0.195,0,0.581,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 3:00:00 PM"
0.015,0,0,0.048,0.853,0,0.043,0,0,0,0,0,0.004,0.022,0,0.297,0,0.714,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 4:00:00 PM"
0.016,0,0,0.049,0.853,0,0.047,0,0,0,0,0,0.004,0.027,0,0.327,0,0.74,0,0,0,0.358,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 5:00:00 PM"
0.019,0,0,0.036,0.652,0,0.045,0,0,0,0,0,0.239,0.028,0,0.393,0,0.711,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 6:00:00 PM"
0.02,0,0,0.016,0.324,0,0.044,0,0,0,0,0,0.228,0.031,0,0.502,0.024,0.67,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 7:00:00 PM"
0.018,0,0,0.02,0.387,0,0.044,0,0,0,0,0,0.004,0.032,0,0.54,0.008,0.615,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 8:00:00 PM"
0.009,0,0,0.016,0.312,0,0.041,0,0,0,0,0,0.117,0.026,0,0.115,0,0.461,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 9:00:00 PM"
0.008,0,0,0.006,0.122,0,0.04,0,0,0,0,0,0.241,0.021,0,0.04,0.012,0.436,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 10:00:00 PM"
0.008,0,0,0.012,0.236,0,0.037,0,0,0,0,0,0.004,0.017,0,0.04,0.004,0.436,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5/3/2018, 11:00:00 PM"
0.008,0,0,0.017,0.345,0,0.037,0,0,0,0,0,0.004,0.013,0,0.057,0,0.415,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 12:00:00 AM"
0.008,0,0,0.016,0.318,0,0.036,0,0,0,0,0,0.004,0.012,0,0.043,0,0.406,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 1:00:00 AM"
0.008,0,0,0.016,0.294,0,0.036,0,0,0,0,0,0.004,0.012,0,0.04,0,0.428,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 2:00:00 AM"
0.008,0,0,0.012,0.265,0,0.036,0,0,0,0,0,0.004,0.012,0,0.04,0,0.412,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 3:00:00 AM"
0.008,0,0,0.015,0.299,0,0.036,0,0,0,0,0,0.004,0.012,0,0.064,0,0.41,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 4:00:00 AM"
0.008,0,0,0.016,0.296,0,0.036,0,0,0,0,0,0.004,0.015,0,0.129,0,0.43,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 5:00:00 AM"
0.008,0,0,0.012,0.256,0,0.039,0,0,0,0,0,0.268,0.016,0,0.172,0,0.457,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6/3/2018, 6:00:00 AM"
